State,District,Total,Children,Age_0_5,Age_5_17,Pincodes,Records,Child_Percent,score_children,score_coverage,score_activity,PRIORITY_SCORE
Manipur,Thoubal,499,496,180,316,8,171,99.4,98.44315143890549,95.75757575757575,94.97338852749851,96.9
Jammu and Kashmir,Reasi,578,578,386,192,8,162,100.0,98.18524925302721,95.75757575757575,95.2395032525133,96.9
Karnataka,Chikmagalur,67,67,62,5,16,54,100.0,99.79242019185406,90.9090909090909,98.43287995269071,96.9
Orissa,Jajapur,55,55,46,9,17,44,100.0,99.83016197515333,90.3030303030303,98.72856298048492,96.8
West Bengal,North Dinajpur,194,194,142,52,13,127,100.0,99.39298631860355,92.72727272727273,96.27439384979301,96.8
Punjab,Faridkot,477,473,416,57,9,178,99.2,98.51548985689574,95.15151515151516,94.76641040804257,96.8
West Bengal,Kalimpong,374,289,137,152,14,74,77.3,99.09419720081773,92.12121212121212,97.8415138971023,96.8
Orissa,Koraput,72,72,52,20,17,56,100.0,99.7766944488127,90.3030303030303,98.37374334713188,96.7
Tripura,Sepahijala,896,879,536,343,7,133,98.1,97.23855952193742,96.36363636363636,96.0969840331165,96.7
Madhya Pradesh,Agar Malwa,866,861,586,275,6,175,99.4,97.2951721968863,96.96969696969697,94.85511531638085,96.7
Maharashtra,Dharashiv,57,57,40,17,17,50,100.0,99.82387167793678,90.3030303030303,98.5511531638084,96.7
Andhra Pradesh,K.V.Rangareddy,39,39,34,5,18,37,100.0,99.88048435288567,89.6969696969697,98.93554109994086,96.6
Chhattisgarh,Sukma,1445,1336,832,504,4,122,92.5,95.80122660795723,98.18181818181819,96.42223536369012,96.6
Nagaland,Tuensang,1365,1289,412,877,6,93,94.4,95.94904859254599,96.96969696969697,97.27971614429332,96.5
Telangana,Jayashankar Bhupalpally,463,463,368,95,10,201,100.0,98.54694134297846,94.54545454545455,94.08633944411591,96.5
Uttarakhand,Uttarkashi,391,386,315,71,11,184,98.7,98.78911778581538,93.93939393939394,94.58900059136606,96.5
Assam,West Karbi Anglong,1665,1263,345,918,7,91,75.9,96.03082245636107,96.36363636363636,97.33885274985215,96.4
Haryana,Charkhi Dadri,349,349,346,3,12,185,100.0,98.90548828432144,93.33333333333333,94.55943228858663,96.4
Delhi,Shahdara,1497,1440,982,458,5,105,96.2,95.47413115269697,97.57575757575758,96.92489651094027,96.4
Delhi,New Delhi,1530,1318,845,473,8,51,86.1,95.85783928290611,95.75757575757575,98.52158486102897,96.4
Karnataka,Chamarajanagar,131,131,117,14,17,101,100.0,99.59113068092468,90.3030303030303,97.04316972205795,96.3
Assam,Charaideo,765,591,395,196,11,170,77.3,98.14436232111967,93.93939393939394,95.00295683027794,96.3
Chhattisgarh,Mungeli,1259,1258,1100,158,6,180,99.9,96.04654819940242,96.96969696969697,94.70727380248374,96.1
Orissa,Sundargarh,67,67,57,10,20,56,100.0,99.79242019185406,88.48484848484848,98.37374334713188,96.1
Uttar Pradesh,Bhadohi,313,312,152,160,14,183,99.7,99.0218587828275,92.12121212121212,94.61856889414547,96.1
Uttarakhand,Bageshwar,363,363,325,38,13,196,100.0,98.86145620380563,92.72727272727273,94.23418095801301,96.1
Madhya Pradesh,Narmadapuram,361,357,308,49,14,169,98.9,98.88032709545526,92.12121212121212,95.03252513305736,96.1
Bihar,Purba Champaran,68,68,29,39,20,54,100.0,99.7892750432458,88.48484848484848,98.43287995269071,96.1
Uttar Pradesh,Shravasti,2535,2437,867,1570,2,4,96.1,92.33841799025004,99.39393939393939,99.91129509166174,96.0
Uttar Pradesh,Bulandshahar,87,87,58,29,20,66,100.0,99.72951721968863,88.48484848484848,98.07806031933767,96.0
Chhattisgarh,Uttar Bastar Kanker,363,358,291,67,14,183,98.6,98.87718194684699,92.12121212121212,94.61856889414547,96.0
Punjab,Barnala,488,487,444,43,12,217,99.8,98.47145777637994,93.33333333333333,93.61324659964518,96.0
Meghalaya,South West Khasi Hills,2998,1972,642,1330,3,98,65.8,93.8009120930964,98.78787878787878,97.13187463039621,96.0
Chhattisgarh,Balod,692,691,656,35,10,223,99.9,97.8298474602925,94.54545454545455,93.43583678296865,96.0
Telangana,Mulugu,514,514,374,140,12,202,100.0,98.3865387639566,93.33333333333333,94.05677114133648,96.0
Manipur,Imphal East,515,513,227,286,11,231,99.6,98.38968391256486,93.93939393939394,93.1992903607333,96.0
Telangana,Komaram Bheem,684,684,559,125,10,223,100.0,97.8518635005504,94.54545454545455,93.43583678296865,96.0
Punjab,Mansa,580,577,516,61,11,234,99.5,98.18839440163548,93.93939393939394,93.11058545239503,95.9
Jharkhand,Hazaribag,287,287,183,104,17,126,100.0,99.10048749803428,90.3030303030303,96.30396215257244,95.9
Assam,Sribhumi,69,68,50,18,21,58,98.6,99.7892750432458,87.87878787878788,98.31460674157303,95.9
Nagaland,Mon,1862,1732,505,1227,4,139,93.0,94.55574775908161,98.18181818181819,95.91957421643997,95.9
Jammu and Kashmir,Badgam,765,765,655,110,11,177,100.0,97.5971064632804,93.93939393939394,94.795978710822,95.9
Bihar,Sheohar,1447,1442,904,538,6,175,99.7,95.46784085548042,96.96969696969697,94.85511531638085,95.8
Punjab,Pathankot,486,486,453,33,13,217,100.0,98.4746029249882,92.72727272727273,93.61324659964518,95.8
Gujarat,Panch Mahals,1360,1260,822,438,12,37,92.6,96.04025790218589,93.33333333333333,98.93554109994086,95.8
Jharkhand,Simdega,1213,1213,848,365,7,210,100.0,96.18807988677464,96.36363636363636,93.82022471910112,95.8
Uttarakhand,Rudraprayag,466,466,408,58,13,215,100.0,98.53750589715364,92.72727272727273,93.67238320520403,95.8
West Bengal,South Dinajpur,261,261,221,40,18,139,100.0,99.18226136184934,89.6969696969697,95.91957421643997,95.7
Jammu and Kashmir,Kupwara,1300,1295,1064,231,7,207,99.6,95.93017770089637,96.36363636363636,93.90892962743939,95.7
Odisha,Sonapur,933,933,796,137,9,240,100.0,97.06872149709073,95.15151515151516,92.93317563571851,95.7
Chhattisgarh,Bemetara,1007,1002,888,114,9,233,99.5,96.85170624311999,95.15151515151516,93.14015375517445,95.6
Telangana,Medchal−Malkajgiri,290,288,239,49,17,169,99.3,99.09734234942601,90.3030303030303,95.03252513305736,95.6
Haryana,Gurugram,2636,2429,1804,625,4,7,92.1,92.36357917911621,98.18181818181819,99.82259018332348,95.6
Madhya Pradesh,Harda,1481,1478,1149,329,6,199,99.8,95.35461550558264,96.96969696969697,94.14547604967476,95.6
Karnataka,Bengaluru Rural,2790,2169,1439,730,6,10,77.7,93.18131781726687,96.96969696969697,99.73388527498521,95.6
Karnataka,Chamrajnagar,164,164,148,16,20,126,100.0,99.48734077685171,88.48484848484848,96.30396215257244,95.5
Haryana,Mahendragarh,1172,1171,1095,76,8,231,99.9,96.32017612832206,95.75757575757575,93.1992903607333,95.5
Gujarat,Surendranagar,1372,1294,711,583,13,54,94.3,95.93332284950463,92.72727272727273,98.43287995269071,95.5
Chhattisgarh,Dhamtari,777,775,739,36,12,212,99.7,97.56565497719767,93.33333333333333,93.76108811354229,95.5
Jharkhand,Lohardaga,1581,1537,895,642,8,145,97.2,95.1690517376946,95.75757575757575,95.74216439976345,95.5
Tripura,Dhalai,788,764,416,348,12,213,97.0,97.60025161188867,93.33333333333333,93.73151981076286,95.5
Punjab,Nawanshahr,82,82,75,7,23,72,100.0,99.74524296272999,86.66666666666667,97.90065050266115,95.5
Telangana,Rajanna Sircilla,507,506,475,31,14,226,99.8,98.41169995282277,92.12121212121212,93.34713187463039,95.5
Nagaland,Kohima,1427,1346,479,867,9,154,94.3,95.7697751218745,95.15151515151516,95.47604967474867,95.5
Punjab,S.A.S Nagar(Mohali),155,155,133,22,21,122,100.0,99.51564711432616,87.87878787878788,96.42223536369012,95.4
Jammu and Kashmir,Pulwama,809,803,745,58,12,222,99.3,97.47759081616607,93.33333333333333,93.46540508574807,95.4
Telangana,Jogulamba Gadwal,990,990,839,151,10,237,100.0,96.88944802641925,94.54545454545455,93.02188054405677,95.4
Manipur,Imphal West,584,555,277,278,14,224,95.0,98.25758767101746,92.12121212121212,93.40626848018924,95.4
Madhya Pradesh,Dindori,1212,1212,1043,169,9,236,100.0,96.19122503538293,95.15151515151516,93.0514488468362,95.3
Gujarat,Narmada,624,617,563,54,14,230,98.9,98.06258845730461,92.12121212121212,93.22885866351271,95.3
Meghalaya,North Garo Hills,2630,2133,410,1723,5,126,81.1,93.29454316716465,97.57575757575758,96.30396215257244,95.2
Telangana,Peddapalli,318,316,274,42,18,203,99.4,99.0092781883944,89.6969696969697,94.02720283855706,95.2
Assam,Biswanath,726,691,414,277,14,222,95.2,97.8298474602925,92.12121212121212,93.46540508574807,95.2
Jharkhand,Latehar,1270,1269,780,489,9,240,99.9,96.01195156471144,95.15151515151516,92.93317563571851,95.1
Chhattisgarh,Kondagaon,1640,1638,1073,565,8,185,99.9,94.85139172825916,95.75757575757575,94.55943228858663,95.1
Maharashtra,Bid,292,292,211,81,20,168,100.0,99.08476175499293,88.48484848484848,95.06209343583679,95.1
Haryana,Palwal,1874,1871,1702,169,6,198,99.8,94.11857210253184,96.96969696969697,94.17504435245417,95.0
Odisha,Nuapada,1420,1420,1144,276,8,254,100.0,95.5370341248624,95.75757575757575,92.51921939680662,95.0
Madhya Pradesh,Ashoknagar,3011,2917,1594,1323,3,5,96.9,90.82874665827961,98.78787878787878,99.88172678888232,95.0
Punjab,Firozpur,249,249,218,31,21,171,100.0,99.22000314514861,87.87878787878788,94.97338852749851,95.0
Chhattisgarh,Mahasamund,1610,1603,1340,263,7,228,99.6,94.96147192954867,96.36363636363636,93.28799526907156,95.0
Madhya Pradesh,West Nimar,384,380,303,77,19,192,99.0,98.807988677465,89.0909090909091,94.3524541691307,95.0
Haryana,Fatehabad,1002,997,945,52,12,259,99.5,96.86743198616135,93.33333333333333,92.37137788290951,94.9
Madhya Pradesh,Narsimhapur,613,613,491,122,16,242,100.0,98.07516905173769,90.9090909090909,92.87403903015966,94.9
Kerala,Kasargod,137,137,105,32,24,116,100.0,99.57225978927504,86.06060606060606,96.59964518036665,94.9
Chhattisgarh,Koriya,816,816,608,208,15,221,100.0,97.43670388425853,91.51515151515152,93.4949733885275,94.9
Telangana,Nirmal,808,807,746,61,13,287,99.9,97.46501022173298,92.72727272727273,91.54346540508575,94.9
Punjab,Fazilka,1139,1135,948,187,11,267,99.6,96.43340147821985,93.93939393939394,92.13483146067415,94.8
Telangana,Wanaparthy,881,881,672,209,13,285,100.0,97.23226922472087,92.72727272727273,91.60260201064459,94.8
Jharkhand,Khunti,1614,1579,795,784,9,214,97.8,95.03695549614719,95.15151515151516,93.70195150798344,94.8
Punjab,Fatehgarh Sahib,530,525,457,68,18,228,99.1,98.35194212926561,89.6969696969697,93.28799526907156,94.7
West Bengal,Darjiling,468,468,338,130,20,195,100.0,98.5312155999371,88.48484848484848,94.26374926079242,94.7
Haryana,Kurukshetra,1066,1055,1008,47,12,287,99.0,96.68501336688159,93.33333333333333,91.54346540508575,94.7
Chhattisgarh,Kanker,776,776,652,124,14,284,100.0,97.5625098285894,92.12121212121212,91.63217031342401,94.7
Jharkhand,Koderma,1635,1630,1046,584,8,253,99.7,94.87655291712534,95.75757575757575,92.54878769958604,94.7
Haryana,Panchkula,493,492,451,41,18,249,99.8,98.45573203333858,89.6969696969697,92.66706091070373,94.7
Punjab,Sri Muktsar Sahib,711,711,625,86,15,291,100.0,97.76694448812707,91.51515151515152,91.42519219396806,94.6
Chhattisgarh,Surajpur,1369,1365,1075,290,10,271,99.7,95.71001729831734,94.54545454545455,92.01655824955648,94.6
Telangana,Narayanpet,771,771,633,138,15,279,100.0,97.57823557163076,91.51515151515152,91.78001182732112,94.6
Jammu and Kashmir,Rajouri,954,954,708,246,13,293,100.0,97.00267337631703,92.72727272727273,91.36605558840922,94.6
Andhra Pradesh,Spsr Nellore,2183,1880,1167,713,14,16,86.1,94.0902657650574,92.12121212121212,99.5564754583087,94.6
Odisha,Boudh,907,907,757,150,13,307,100.0,97.15049536090581,92.72727272727273,90.95209934949733,94.6
Mizoram,Aizawl,570,558,408,150,18,258,97.9,98.24815222519264,89.6969696969697,92.40094618568894,94.5
Bihar,Sheikhpura,1890,1883,664,1219,8,212,99.6,94.08083031923259,95.75757575757575,93.76108811354229,94.5
Himachal Pradesh,Sirmaur,709,705,664,41,16,279,99.4,97.7858153797767,90.9090909090909,91.78001182732112,94.5
Telangana,Warangal Rural,364,364,329,35,21,238,100.0,98.85831105519736,87.87878787878788,92.99231224127735,94.4
Jharkhand,Jamtara,2293,2289,1635,654,6,190,99.8,92.80389998427425,96.96969696969697,94.41159077468953,94.4
Chhattisgarh,Gariyaband,663,661,564,97,19,232,99.7,97.92420191854065,89.0909090909091,93.16972205795388,94.3
Andhra Pradesh,Parvathipuram Manyam,264,258,241,17,24,196,97.7,99.19169680767416,86.06060606060606,94.23418095801301,94.3
Orissa,Puri,115,115,97,18,28,100,100.0,99.64145305865702,83.63636363636364,97.07273802483738,94.3
Rajasthan,Chittaurgarh,217,216,176,40,26,139,99.5,99.32379304922158,84.84848484848484,95.91957421643997,94.3
Chhattisgarh,Jashpur,971,971,745,226,14,323,100.0,96.94920584997641,92.12121212121212,90.4790065050266,94.2
Telangana,Warangal Urban,352,349,321,28,24,178,99.1,98.90548828432144,86.06060606060606,94.76641040804257,94.2
Maharashtra,Ahmed Nagar,124,124,88,36,29,100,100.0,99.61314672118257,83.03030303030303,97.07273802483738,94.1
Orissa,Balangir,279,279,202,77,25,187,100.0,99.12564868690046,85.45454545454545,94.50029568302779,94.1
Delhi,North Delhi,2695,2631,1746,885,6,144,97.6,91.72825916024533,96.96969696969697,95.77173270254288,94.1
Telangana,Jangoan,598,598,515,83,19,280,100.0,98.12234628086178,89.0909090909091,91.7504435245417,94.1
Meghalaya,South Garo Hills,4020,2733,513,2220,5,141,68.0,91.4074540022016,97.57575757575758,95.86043761088114,94.1
Haryana,Kaithal,1560,1550,1499,51,11,291,99.4,95.12816480578708,93.93939393939394,91.42519219396806,94.0
Odisha,Jharsuguda,633,633,585,48,19,314,100.0,98.01226607957226,89.0909090909091,90.74512123004139,93.9
Punjab,Ferozepur,763,762,694,68,17,332,99.9,97.6065419091052,90.3030303030303,90.21289178001183,93.9
Jammu and Kashmir,Doda,1378,1378,1076,302,14,270,100.0,95.66913036640982,92.12121212121212,92.04612655233589,93.9
Uttar Pradesh,Mahoba,1684,1675,986,689,11,284,99.5,94.7350212297531,93.93939393939394,91.63217031342401,93.9
Telangana,Yadadri.,918,918,783,135,15,367,100.0,97.11589872621481,91.51515151515152,89.17800118273212,93.8
Telangana,Mahabubabad,831,830,691,139,17,341,99.9,97.39267180374273,90.3030303030303,89.94677705499704,93.8
Rajasthan,Jhunjhunu,195,195,130,65,29,133,100.0,99.38984116999528,83.03030303030303,96.0969840331165,93.8
Meghalaya,East Jaintia Hills,4766,3174,939,2235,5,77,66.6,90.02044346595376,97.57575757575758,97.75280898876404,93.8
Kerala,Wayanad,581,576,453,123,20,313,99.1,98.19153955024375,88.48484848484848,90.77468953282082,93.8
Haryana,Rewari,994,990,917,73,17,318,99.6,96.88944802641925,90.3030303030303,90.62684801892371,93.7
Nagaland,Dimapur,2876,2630,959,1671,8,171,91.4,91.7314043088536,95.75757575757575,94.97338852749851,93.6
Haryana,Sirsa,1279,1279,1190,89,14,343,100.0,95.98050007862872,92.12121212121212,89.88764044943821,93.6
Tripura,North Tripura,819,798,545,253,20,280,97.4,97.49331655920743,88.48484848484848,91.7504435245417,93.6
Maharashtra,Gondiya,1495,1493,1425,68,13,338,99.9,95.30743827645857,92.72727272727273,90.0354819633353,93.5
Telangana,Mancherial,632,631,524,107,20,343,99.8,98.01855637678881,88.48484848484848,89.88764044943821,93.5
Odisha,Malkangiri,1955,1952,1581,371,11,282,99.8,93.86381506526183,93.93939393939394,91.69130691898285,93.5
Tripura,South Tripura,896,896,533,363,20,278,100.0,97.18509199559679,88.48484848484848,91.80958013010053,93.5
Haryana,Jind,1790,1790,1747,43,11,321,100.0,94.37332913980185,93.93939393939394,90.53814311058545,93.5
Maharashtra,Wardha,963,962,905,57,17,350,99.9,96.97751218745086,90.3030303030303,89.68066232998225,93.5
Haryana,Yamuna Nagar,1396,1394,1338,56,14,345,99.9,95.61880798867746,92.12121212121212,89.82850384387936,93.4
Jammu and Kashmir,Udhampur,927,921,758,163,19,326,99.4,97.10646328039,89.0909090909091,90.39030159668835,93.4
West Bengal,Purulia,454,454,311,143,26,236,100.0,98.5752476804529,84.84848484848484,93.0514488468362,93.4
Chhattisgarh,Surguja,1738,1738,1444,294,13,288,100.0,94.53687686743199,92.72727272727273,91.51389710230633,93.4
Jharkhand,Purbi Singhbhum,520,520,424,96,23,299,100.0,98.36766787230697,86.66666666666667,91.1886457717327,93.4
Madhya Pradesh,Anuppur,1073,1068,893,175,19,305,99.5,96.64412643497405,89.0909090909091,91.01123595505618,93.3
Jammu and Kashmir,Kathua,903,899,754,145,18,365,99.6,97.17565654977197,89.6969696969697,89.23713778829095,93.3
Tamil Nadu,Thiruvallur,466,456,358,98,31,97,97.9,98.56895738323635,81.81818181818181,97.16144293317564,93.3
Odisha,Jagatsinghpur,384,384,346,38,27,226,100.0,98.79540808303193,84.24242424242425,93.34713187463039,93.3
Chhattisgarh,Rajnandgaon,1670,1669,1507,162,13,345,99.9,94.75389212140274,92.72727272727273,89.82850384387936,93.2
Odisha,Gajapati,1223,1219,1013,206,16,370,99.7,96.16920899512502,90.9090909090909,89.08929627439385,93.2
Himachal Pradesh,Solan,509,507,467,40,25,286,99.6,98.4085548042145,85.45454545454545,91.57303370786516,93.2
Gujarat,Porbandar,1850,1711,1440,271,15,262,92.5,94.62179587985533,91.51515151515152,92.28267297457126,93.2
Himachal Pradesh,Bilaspur,413,413,407,6,26,275,100.0,98.70419877339204,84.84848484848484,91.89828503843879,93.2
Himachal Pradesh,Kullu,479,422,368,54,27,259,88.1,98.6758924359176,84.24242424242425,92.37137788290951,93.1
Orissa,Bhadrak,243,243,215,28,31,176,100.0,99.23887403679824,81.81818181818181,94.82554701360142,93.1
Pondicherry,Pondicherry,551,551,515,36,24,320,100.0,98.27016826545054,86.06060606060606,90.56771141336488,93.1
Karnataka,Kodagu,439,422,387,35,26,283,96.1,98.6758924359176,84.84848484848484,91.66173861620342,93.1
Maharashtra,Gadchiroli,1251,1244,1059,185,15,400,99.4,96.09058027991823,91.51515151515152,88.20224719101124,93.1
Madhya Pradesh,Umaria,2664,2659,2086,573,9,238,99.8,91.64019499921372,95.15151515151516,92.99231224127735,93.0
Jammu and Kashmir,Baramula,1500,1480,1211,269,15,360,98.7,95.34832520836609,91.51515151515152,89.38497930218806,93.0
Jammu and Kashmir,Anantnag,1468,1466,1290,176,15,358,99.9,95.3923572888819,91.51515151515152,89.44411590774689,93.0
Uttar Pradesh,Chitrakoot,2628,2618,1386,1232,9,249,99.6,91.76914609215285,95.15151515151516,92.66706091070373,93.0
Uttarakhand,Chamoli,523,521,471,50,26,303,99.6,98.3645227236987,84.84848484848484,91.07037256061501,92.9
Punjab,Rupnagar,587,586,529,57,24,339,99.8,98.16008806416103,86.06060606060606,90.00591366055588,92.9
Rajasthan,Jaisalmer,1721,1694,1001,693,15,322,98.4,94.67526340619594,91.51515151515152,90.50857480780603,92.9
Manipur,Senapati,852,847,414,433,23,310,99.4,97.3392042774021,86.66666666666667,90.86339444115907,92.8
Maharashtra,Bhandara,838,834,796,38,21,380,99.5,97.38009120930964,87.87878787878788,88.79361324659965,92.8
Telangana,Nagarkurnool,805,805,639,166,22,360,100.0,97.47130051894952,87.27272727272728,89.38497930218806,92.8
Assam,Bongaigaon,2163,2002,1555,447,13,310,92.6,93.70655763484825,92.72727272727273,90.86339444115907,92.8
Uttarakhand,Pithoragarh,586,584,507,77,25,326,99.7,98.16637836137758,85.45454545454545,90.39030159668835,92.8
Orissa,Cuttack,178,178,140,38,35,141,100.0,99.4433086963359,79.39393939393939,95.86043761088114,92.7
Gujarat,Mahisagar,1704,1600,1279,321,17,320,93.9,94.97090737537349,90.3030303030303,90.56771141336488,92.7
Orissa,Ganjam,200,200,174,26,34,165,100.0,99.37411542695392,80.0,95.15079834417504,92.7
Himachal Pradesh,Chamba,690,689,649,40,24,351,99.9,97.83613775750904,86.06060606060606,89.65109402720284,92.7
Karnataka,Davanagere,245,245,221,24,33,188,100.0,99.2325837395817,80.60606060606061,94.47072738024838,92.7
Meghalaya,South West Garo Hills,4646,3841,2284,1557,5,97,82.7,87.92262934423651,97.57575757575758,97.16144293317564,92.7
Assam,Chirang,2599,2351,1519,832,13,254,90.5,92.6089007705614,92.72727272727273,92.51921939680662,92.6
Maharashtra,Washim,1936,1901,1661,240,14,340,98.2,94.0242176442837,92.12121212121212,89.97634535777647,92.6
Maharashtra,Buldana,621,621,542,79,25,344,100.0,98.05000786287152,85.45454545454545,89.85807214665878,92.6
Tamil Nadu,Tirupattur,499,499,450,49,27,320,100.0,98.43371599308067,84.24242424242425,90.56771141336488,92.6
Punjab,Shaheed Bhagat Singh Nagar,430,427,378,49,30,268,99.3,98.66016669287623,82.42424242424242,92.10526315789474,92.5
Uttar Pradesh,Siddharth Nagar,4341,4189,1603,2586,6,6,96.5,86.82811762855795,96.96969696969697,99.8521584861029,92.5
Telangana,Jagitial,880,880,824,56,21,423,100.0,97.23541437332914,87.87878787878788,87.52217622708457,92.5
Karnataka,Chamrajanagar,988,976,868,108,21,391,98.8,96.93348010693505,87.87878787878788,88.46836191602603,92.5
Delhi,Central Delhi,2807,2665,1880,785,12,246,94.9,91.62132410756408,93.33333333333333,92.75576581904198,92.4
Punjab,Moga,861,845,748,97,23,390,98.1,97.34549457461866,86.66666666666667,88.49793021880544,92.4
Gujarat,Devbhumi Dwarka,1825,1653,1305,348,19,298,90.6,94.80421449913509,89.0909090909091,91.21821407451212,92.4
Karnataka,Bangalore Rural,1177,1099,976,123,22,346,93.4,96.54662682811762,87.27272727272728,89.79893554109994,92.4
Gujarat,Botad,2331,2240,1813,427,17,195,96.1,92.95801226607958,90.3030303030303,94.26374926079242,92.4
Haryana,Ambala,1370,1356,1275,81,20,338,99.0,95.73832363579179,88.48484848484848,90.0354819633353,92.4
Chhattisgarh,Bijapur,4665,3635,2331,1304,6,159,77.9,88.5705299575405,96.96969696969697,95.32820816085157,92.4
Andhra Pradesh,Anakapalli,217,217,210,7,36,177,100.0,99.32064790061331,78.78787878787878,94.795978710822,92.3
Uttar Pradesh,Hamirpur,1799,1789,1010,779,15,395,99.4,94.37647428841012,91.51515151515152,88.35008870490833,92.3
Telangana,Suryapet,1211,1211,1007,204,19,432,100.0,96.1943701839912,89.0909090909091,87.25606150206978,92.3
Punjab,Sangrur,1331,1318,1194,124,20,376,99.0,95.85783928290611,88.48484848484848,88.91188645771733,92.3
Haryana,Jhajjar,1178,1176,1128,48,21,384,99.8,96.3044503852807,87.87878787878788,88.67534003548197,92.3
Gujarat,Arvalli,1562,1496,1248,248,20,319,95.8,95.29800283063375,88.48484848484848,90.5972797161443,92.3
Gujarat,Sabar Kantha,2349,2192,1006,1186,23,64,93.3,93.10897939927662,86.66666666666667,98.13719692489651,92.2
Haryana,Rohtak,1853,1799,1665,134,17,354,97.1,94.3450228023274,90.3030303030303,89.56238911886457,92.2
Bihar,Arwal,2548,2516,476,2040,13,290,98.7,92.08995125019658,92.72727272727273,91.45476049674748,92.2
Madhya Pradesh,Neemuch,1999,1997,1559,438,15,363,99.9,93.72228337788961,91.51515151515152,89.29627439384979,92.2
Puducherry,Puducherry,601,590,544,46,27,364,98.2,98.14750746972794,84.24242424242425,89.26670609107038,92.2
Madhya Pradesh,Ashok Nagar,3282,3201,2316,885,9,232,97.5,89.93552445353043,95.15151515151516,93.16972205795388,92.1
Haryana,Mewat,3706,3692,3375,317,6,207,99.6,88.391256486869,96.96969696969697,93.90892962743939,92.1
Haryana,Karnal,1872,1871,1784,87,15,408,99.9,94.11857210253184,91.51515151515152,87.96570076877587,92.1
West Bengal,Hugli,111,111,83,28,41,95,100.0,99.65403365309011,75.75757575757576,97.22057953873448,92.0
West Bengal,Coochbehar,4410,4227,2140,2087,8,10,95.9,86.70860198144362,95.75757575757575,99.73388527498521,92.0
Jharkhand,Chatra,3423,3397,1931,1466,8,230,99.2,89.31907532630918,95.75757575757575,93.22885866351271,92.0
Chandigarh,Chandigarh,1227,1216,1091,125,22,390,99.1,96.17864444094984,87.27272727272728,88.49793021880544,92.0
Telangana,Kamareddy,1077,1077,984,93,22,446,100.0,96.61582009749961,87.27272727272728,86.84210526315789,91.9
Uttar Pradesh,Lalitpur,2599,2557,1739,818,12,345,98.4,91.96100015725743,93.33333333333333,89.82850384387936,91.9
Telangana,Hanumakonda,564,564,505,59,30,337,100.0,98.22928133354301,82.42424242424242,90.06505026611472,91.9
Chhattisgarh,Bastar,2812,2806,2062,744,12,292,99.8,91.17785815379777,93.33333333333333,91.39562389118865,91.9
Jharkhand,Sahebganj,2580,2569,1382,1187,12,350,99.6,91.92325837395816,93.33333333333333,89.68066232998225,91.9
Rajasthan,Pratapgarh,2119,2116,1439,677,15,374,99.9,93.34801069350527,91.51515151515152,88.97102306327616,91.9
Meghalaya,East Garo Hills,5697,4176,964,3212,6,109,73.3,86.86900456046548,96.96969696969697,96.80662329982259,91.9
Jharkhand,Godda,2577,2563,1465,1098,13,333,99.5,91.9421292656078,92.72727272727273,90.1833234772324,91.8
Odisha,Khordha,284,271,201,70,38,171,95.4,99.15080987576663,77.57575757575758,94.97338852749851,91.8
Andhra Pradesh,Nizamabad,289,289,249,40,38,198,100.0,99.09419720081773,77.57575757575758,94.17504435245417,91.7
Karnataka,Ramanagar,1573,1569,1274,295,20,420,99.7,95.06840698222992,88.48484848484848,87.61088113542283,91.6
Madhya Pradesh,Sidhi,3014,3005,2607,398,12,277,99.7,90.55197358075169,93.33333333333333,91.83914843287995,91.6
Maharashtra,Mumbai( Sub Urban ),171,171,132,39,41,143,100.0,99.4653247365938,75.75757575757576,95.8013010053223,91.6
Tamil Nadu,Kallakurichi,598,571,480,91,34,257,95.5,98.2072652932851,80.0,92.43051448846836,91.6
Chhattisgarh,Korba,1795,1787,1537,250,18,446,99.6,94.38276458562667,89.6969696969697,86.84210526315789,91.5
Punjab,Bathinda,1421,1418,1245,173,22,416,99.8,95.54332442207894,87.27272727272728,87.72915434654051,91.5
Madhya Pradesh,Damoh,2826,2817,2320,497,12,352,99.7,91.14326151910677,93.33333333333333,89.62152572442342,91.5
Uttar Pradesh,Auraiya,1988,1978,1114,864,17,438,99.5,93.78204120144677,90.3030303030303,87.07865168539325,91.4
Uttar Pradesh,Sant Ravidas Nagar,2413,2411,933,1478,14,417,99.9,92.42019185406511,92.12121212121212,87.69958604376109,91.4
Uttar Pradesh,Barabanki,2127,2075,1237,838,25,189,97.6,93.4769617864444,85.45454545454545,94.44115907746895,91.3
Manipur,Churachandpur,3954,3875,958,2917,10,173,98.0,87.81569429155527,94.54545454545455,94.91425192193968,91.3
Andhra Pradesh,Alluri Sitharama Raju,603,592,527,65,33,354,98.2,98.1412171725114,80.60606060606061,89.56238911886457,91.2
Gujarat,Chhotaudepur,3257,2845,1643,1202,17,241,87.4,91.05519735807516,90.3030303030303,92.90360733293909,91.2
Orissa,Baleshwar,238,238,205,33,41,193,100.0,99.2545997798396,75.75757575757576,94.32288586635127,91.2
Gujarat,Tapi,1329,1302,1153,149,25,409,98.0,95.90816166063847,85.45454545454545,87.93613246599645,91.2
Madhya Pradesh,Datia,3667,3629,2312,1317,9,279,99.0,88.58940084919013,95.15151515151516,91.78001182732112,91.2
Jharkhand,Garhwa,2998,2991,2156,835,12,362,99.8,90.5960056612675,93.33333333333333,89.32584269662921,91.2
